1		
0.5		
0.5		
0.2		
0.3		
0.5		
0.4		
1		
99		
0.2		
0.2		
1		
0.1		
1		
1		
0.9		
0.1		
0.4		
0.8		
0.4		
1		
0.4		
0.7		
0.4		
0.9		
0.6		
0.2		
0.5		
1		
0.3		
0.5		
0.4		
0.5		
0.6		
0.5		
0.7		
0.2		
0.5		
0.3		
1		
0.9		
0.4		
0.5		
0.4		
0.3		
0.3		
0.6		
0.2		
0.6		
0.6		
0.6		
0.6		
0.6		
0.6		
0.7		
0.5		
0.5		
0.8		
0.5		
0.5		
0.9		
0.2		
0.6		
0.5		
0.6		
0.8		
0.3		
1		
1		
0.5		
0.7		
0.6		
0.6		
0.5		
0.4		
0.4		
0.5		
0.6		
0.6		
0.5		
0.4		
0.5		
0.5		
0.9		
1		
0.7		
0.6		
0.9		
0.4		
1		
0.5		
0.8		
0.8		
0.4		
0.4		
0.4		
0	actual zero	
0.7		
0.8		
0.9		
0.5		
0.3		
1		
0.6		
0.4		
0.9		
0.5		
0.4		
0.9		
1		
0.9		
1		
0.9		
1		
0.8		
0.8		
0.7		
0.4		
0.5		
0.7		
0.5		
0.8		
0.9		
0.9		
1		
0.5		
0.5		
0.6		
0.8		
0.8		
0.9		
0.8	133	Abush
0.5	133	Ann
0.8		
0.6		
0.5		
0.8		
0.5		
0.6		
0.9		
0.6		
0.9		
0.5		
0.8		
1	*	
0.8	*	
0.9		
0.9		
0.4		
0.8		
0.5	*	
0.4		
0.5		
0.4		
0.5		
0.5		
0.2		
0.6	*	
0.6		
0.4		
0.5		
0.7		
0.6		
0.5		
0.7	*	
0.6		
0.7		
0.8	*	
0.5		
0.5	*	
0.7		
0.5		
0.8		
0.6		
0.4		
0.5		
0.8		
0.9		
0.4		
0.9		
0.7		
0.5		
0.6		
0.8		
0.6		
0.6		
0.9		
1		
0.9		
1	safe delivery	
1	Pre-natal	
1		
0.6		
0.9		
0.9		
0.9		
0.9		
0.9		
0.9		
1		
99		
0.7		
0.8		
0.8		
0.8		
0.9		
0.7		
0.9		
0.3		
0.9		
1		
0.4		
0.9		
0.8		
0.5		
0.9		
0.9		
0.5		
1	*	
0.8		
0.7		
0.9		
0.6		
0.8		
0.5		
0.8		
0.5		
1	*	
0.6		
0.7		
0.7		
0.5	delivery	
0.4		
0.5		
0.5		
0.5		
0.8		
0.7		
0.5		
1		
1		
1		
0.5		
0.5		
0.8		
0.5		
0.9		
0.5		
0.5		
0.5		
1		
0.6		
0.5		
0.8		
1		
0.6		
0.8		
0.8		
0.5		
0.5		
0.6		
0.9		
0.5		
0.5		
0.8		
0.6		
0.5		
0.9		
0.9		
0.5		
0.3		
99		
0.5		
0.4		
0.7		
0.5		
0.7		
1		
0.5		
0.5		
0.7		
1		
0.4		
0.7		
0.5	hernia	
0.8		
0.7		
0.3		
1		
0.9		
0.4	same hospital	 probably'
1		
0.5		
0.9		
0.5		
0.6	*	
0.5		
0.5		
0.5		
0.5		
0.5		
0.5	lots of eye stuff in burma/thailand	
0.4		
0.5		
0.9		
0.9		
1		
0.3		
0.4		
0.5		
0.5		
0.5		
0.5		
0.4		
0.5		
0.5		
0.5		
0.5		
0.8		
0.5		
0.5		
0.4		
0.7		
0.9		
1		
0.5		
1		
0.8		
0.5		
0.5		
0.9		
0.9		
0.5		
0.9		
1		
0.5		
0.5		
0.9		
1		
0.9		
0.3	*	
0.7		
0.7		
0.5		
0.5		
0.9		
0.8		
0.6		
1		
0.7		
0.8		
1		
0.9		
0.8		
1		
0.9		
0.7		
1		
0.9		
1		
0.9	*	
0.6		
0.8		
0.6		
1		
0.9		
0.8		
0.6		
0.7		
0.5		
1		
0.8		
1		
0.7		
0.5		
0.5		
0.9		
0.5		
0.5		
0.8		
1		
1		
0.6		
0.6		
0.4		
0.4		
0.8		
0.6	more eyesite	
0.7	*	
0.5		
0.7		
0.6		
0.8		
0.4		
0.9		
1		
0.5		
0.5		
0.7	*	
0.7		
0.5		
0.7	*	
1		
0.5		
0.8		
0.7		
0.8		
0.5		
0.7	forced smile	
0.8		
0.5		
0.5		
0.5		
0.9		
0.5		
1	*	
0.2	*	
0.5		
0.8	*	
0.7		
1	I donated:)	
1		
1		
1	*	
0.7		
0.5		
0.5		
0.4		
0.5		
0.7		
1		
0.5		
0.4		
0.5		
0.5		
0.5		
0	actual zero	
0.5		
0.5		
0.5		
0.5		
0.5		
0.9		
0.6		
0.7		
1		
0.8		
0.7		
0.5		
0.9		
1		
0.9		
0.8		
0.5		
1	*	
0.7		
0.6		
0.9		
0	actual zero	
1		
0.6		
0.9		
0.6		
0.5		
0.7		
0.4		
0.2		
0.9		
0.5		
0.4		
0.8		
0.5		
0.5		
0.5		
0.5		
0.5		
0.5		
0.5		
0.5		
0.3		
0.9		
1		
0.5		
0.8		
1		
0.7		
0.6		
0.5		
0	actual zero	
1		
0.5		
0.6		
0.9		
0.9		
0.1		
0.8		
0.5		
0.9		
0.6		
0.8		
0.7		
0.8		
0.7		
0.7		
1		
1		
0.5		
0.4		
0.4		
0.7		
0.7		
0.5		
0.6	*	
0.5		
0.6		
0.5		
0.5		
1		
0.6		
0.8		
0.5		
0.8		
0.4		
0.6		
0.5		
0.4		
99		
0.5		
0.6		
0.6		
0.8		
1		
0.5		
0.9		
0.5		
0.8		
0.4		
0.5		
1		
0.7		
0.8		
0.9		
0.9		
1		
1		
0.9		
0.5		
0.8		
1		
0.9		
0.9		
0.9		
0.8		
1		
0.7	fake	
1		
0.9		
0.3		
0.3		
0.8		
0.7		
0.7		
1		
1		
0.9		
0.9		
0.5		
0.4		
0.6		
0.5		
0.5		
0.9		
0.3		
0.7		
1		
0.9	fake	
0.8		
0.6		
1		
1		
0.4		
0.9		
1		
1		
0.4		
0.8		
0.6		
0.6	*	
0.7		
0.7		
0.9		
0.6		
0.6		
99		
0.8		
0.5		
0.7		
0.8		
0.5		
0.5		
1		
0.7		
0.4		
0.5		
0.9		
1		
0.6		
0.5		
0.7		
0.5		
0.5		
0.5		
0.7		
0.5		
0.5		
1		
0.9		
0.5		
0.9		
0.6		
0.7		
1		
1		
0.4		
0.8		
1		
1		
0.8		
0.9		
1		
0.9		
0.7		
0.5		
0.5		
0.4		
99		
0.6		
0.8		
0.8		
1		
1		
0.5		
0.5		
1		
0.9		
1		
0.6		
0.8		
1		
1		
0.5		
0.5		
0.7		
1		
0.7		
0.8		
0.9		
0.5		
0.4		
0.5		
0.8		
0.5		
0.5		
0.7		
0.8		
0.4		
0.8		
0.8		
0.9		
0.6		
1		
0.5		
0.7		
0.5		
0.8		
0.6		
0.5		
0.5		
0.6	*	
1		
0.5		
0.7	*	
0.9		
0.5		
0.4		
1		
0.5		
0.9		
1		
0.5		
0.4		
0.5		
0.4		
0.6		
0.5		
0.9		
1		
0.5		
1		
0.9		
1		
0.5		
0.5		
0.7		
0.5		
0.8		
0.5		
0.8		
0.9		
0.6		
0.5		
1	*	
0.4		
0.8		
0.9		
0.6		
0.4		
0.5		
0.9		
0.5		
0.7		
0.5		
0.2		
0.5		
0.5		
1		
0.4		
0.5		
0.5		
0.5		
0.6		
0.4		
0.5		
0.5		
1		
0.7	fake	
0.5		
0.4		
0.8		
1	OMG	
0.5		
0.5		
1		
0.9		
0.5		
0.9		
0.8		
1		
0.4		
1		
0.6		
1		
0.2		
0.5		
99		
0.5		
0.8		
1	*	
0.2		
0.5		
0.5	*	
99		
0.5		
0.9		
0.6	*	
0.6		
0.8		
0.9		
0.5		
0.5		
0.5		
0.5		
0.5		
0.9		
0.5		
0.5		
0.5		
0.4		
0.6		
0.5		
0.5		
0.3		
0.8		
0.8		
0.5		
0.8		
0.5		
0.7		
0.7		
0.8		
0.5		
0.5		
0.5		
0.4		
0.4		
0.4		
0.4		
0.4		
0.5		
0.6		
0.4		
1		
1		
0.9		
0.9		
0.7		
0.8		
0.8		
0.2		
0.6		
0.5		
0.5	heartbreaking	
0.6		
0.5		
0.5		
1		
0.8		
0.9		
0.4		
0.5		
0.4		
0.3		
0.5		
0.6		
0.8		
0.5		
0.6		
0.8		
0.6		
0.5		
1		
0.5		
0.6		
0.5		
0.4		
0.6		
0.3		
0.8		
0.6		
0.7		
0.4	*	
0.5		
0.6		
0.7		
1		
1		
1		
1		
1		
1	cuuuuute	
0.4		
1		
0.2		
0.7		
1		
0.7		
0.2		
0.5		
0.8		
0.6		
0.7		
0.5		
0.4		
0.7		
0.8		
99		
1		
1		
0.6		
0.5		
0.5		
0.4		
0.6		
0.8		
0.5		
0.7		
1		
0.5		
1		
0.8		
0.7		
99		
0.6		
0.7		
0.6		
0.5		
0.6		
0.5		
0.7		
1		
0.3		
0.4		
0.8		
0.6		
0.6		
0.5		
0.7		
1		
0.5		
0.9		
0.5		
0.8		
0.6		
0.5		
0.5		
0.7		
0.5		
0.6		
99		
0.6		
0.5		
0.9		
0.5		
0.4		
0.5		
0.5		
1	cute!	
0.5		
0.5		
0.7		
0.7		
0.7		
0.5		
0.8		
0.7		
0.8		
1		
0.5		
99		
0.9		
0.5		
99		
0.8		
0.8		
0.5		
0.5		
1		
0.7		
99		
0.5		
0.7		
0.4		
0.5		
0.6		
0.7		
0.1		
0.5		
0.4		
0.5	visual	
0.5		
0.4		
0.6		
0.7		
0.8		
0.9		
0.8		
0.6		
0.8		
0.5		
0.5		
0.6		
0.5		
0.6		
0	actual zero	
0.4		
0.8		
0.8		
0.7		
0.5		
0.5		
0.5		
0.9		
0.5		
0.8		
99		
0.7		
99		
0.7		
0.8		
0.5		
0.5		
0.8		
0.3		
99		
0.5		
0.3		
0.4		
99		
99	last zero checked for missing	
0.7		
0.4		
0.6		
0.9		
0.3	unagreeable	
0.4		
99		
0.4		
99	*	
0.5		
0.2		
0.5		
0.5		
99		
0.7		
99		
99		
99		
99		
99		
0.5		
99		
0.5		
99		
99		
99		
99		
99		
99		
99		
99		
99		
99		
99		
0.5		
0.5		
1		
0.8		
99		
99		
99		
99		
99		
99		
99		
0.6		
0.6		
0.4		
99		
99		
99		
1		
99		
99		
0.5		
99		
99		
99		
99		
99		
99		
99		
99		
99		
99		
99		
99		
99		
99		
99		
99		
99		
99		
99		
99		
99		
0.8		
99		
99		
99		
99		
0.8		
0.6		
